year,ifs,iso,country,region,income_group,lending_category,pvd,hhd,gg,cg,pop,emp,hc,ctfp,labsh,pl_c,pl_i,pl_g,pl_x,pl_m,debt,debt_imp,rgdpc,growth,log_growth,gdp,gini,rgdpc_imputed,gdp_capita,independence_dummy,independence_year,us_pegger_dummy,gini_imputed,population
1993,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.0619176699429715,2484581,906300.0082969666,2.422291040420532,0.5329087376594543,0.5299490094184875,0.3870461881160736,0.5348158478736877,0.2609958052635193,0.473405659198761,0.44702762365341187,1.0619176699429715,1.0619176699429715,6414.475,0.019460511378134343,0.019273576960133296,0.09417102567,42.901827087402346,6414.475,0.019460511378134343,1,1962,1,42.901827087402346,2459062
1994,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.904144609568577,2509042.9999999995,923099.9946594238,2.443406343460083,0.5243735313415527,0.541561484336853,0.3895222842693329,0.5442065000534058,0.23796695470809937,0.47714605927467346,0.456636905670166,0.904144609568577,0.904144609568577,6517.0516,0.015991425642784392,0.01586490979271075,0.01383389803,42.78773567199707,6517.0516,0.015991425642784392,1,1962,1,42.78773567199707,2484182
1995,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.8521277276896186,2533711,963299.9897003174,2.4647057056427,0.5102736353874207,0.5531739592552185,0.4669015407562256,0.6658642292022705,0.26290974020957947,0.5088289976119995,0.47768962383270264,0.8521277276896186,0.8521277276896186,6656.2832,0.021364200952467535,0.021139185618221097,0.02349957041,42.82474285125733,6656.2832,0.021364200952467535,1,1962,1,42.82474285125733,2509372
1996,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.7023164199986881,2558637,959800.0049591064,2.4861910343170166,0.4966181814670563,0.564786434173584,0.5261451005935669,0.7587413787841797,0.2755117118358612,0.5326564908027649,0.4909895658493042,0.7023164199986881,0.7023164199986881,6648.9332,-0.0011042198444921115,-0.0011048299443889393,-0.0011373120600000001,42.93408809661865,6648.9332,-0.0011042198444921115,1,1962,1,42.93408809661865,2532894
1997,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.7440514731101083,2583916,956300.0202178956,2.5078632831573486,0.4842680096626282,0.5763988494873047,0.5949563384056091,0.8403056263923645,0.31168556213378906,0.5064513087272644,0.4684844613075256,0.7440514731101083,0.7440514731101083,6523.6364,-0.01884464713828078,-0.01902447021999175,-0.01140459872,43.14279609680176,6523.6364,-0.01884464713828078,1,1962,1,43.14279609680176,2554954
1998,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.756039349631973,2608873,954299.9863624572,2.529724597930908,0.4770902395248413,0.5880113244056702,0.620717465877533,0.8594484925270081,0.33086228370666504,0.4863266050815582,0.47068682312965393,0.756039349631973,0.756039349631973,6432.653,-0.013946730691489806,-0.014044900170975197,-0.02334553543,43.17239315032959,6432.653,-0.013946730691489806,1,1962,1,43.17239315032959,2576567
1999,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.8675498729040698,2632675,936800.0030517578,2.55177640914917,0.4855089485645294,0.5859312415122986,0.606724202632904,0.8223697543144226,0.33230772614479065,0.479552686214447,0.4652878940105438,0.8675498729040698,0.8675498729040698,6485.3228,0.008187881423107956,0.008154542581365339,0.010476738709999999,43.40409786224365,6485.3228,0.008187881423107956,1,1962,1,43.40409786224365,2596271
2000,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.936871236330663,2654700.9999999995,933499.9918937684,2.569425106048584,0.48449939489364624,0.583442211151123,0.5980578660964966,0.7769747972488403,0.335623174905777,0.46004050970077515,0.4582248032093048,0.936871236330663,0.936871236330663,6531.2848,0.007087079767255447,0.007062084443858463,0.00878703548,43.47508609771729,6531.2848,0.007087079767255447,1,1962,1,43.47508609771729,2612205
2001,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.1065211788462177,2674702,942300.0812530518,2.5677783489227295,0.46247348189353943,0.577056348323822,0.5873962640762329,0.7385783195495605,0.3395673334598541,0.45404207706451416,0.42970672249794006,1.1065211788462177,1.1065211788462177,6615.193,0.012847120064340151,0.012765295875640188,0.013449295640000001,43.52109191894531,6615.193,0.012847120064340151,1,1962,1,43.52109191894531,2625405
2002,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2223923821708031,2692844.9999999995,1036800.0268936156,2.5661325454711914,0.4200190305709839,0.5652792453765869,0.6006553769111633,0.7250409722328186,0.36058130860328674,0.479466050863266,0.4351963996887207,1.2223923821708031,1.2223923821708031,6660.763,0.006888687903739121,0.006865069298648862,0.01997290944,43.80031398773193,6660.763,0.006888687903739121,1,1962,1,43.80031398773193,2638244
2003,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.9086207285449304,2709437,1047799.9448776244,2.564487934112549,0.43592244386672974,0.5773686170578003,0.5474854111671448,0.6508387327194214,0.3321969211101532,0.5015095472335815,0.4555867910385132,0.9086207285449304,0.9086207285449304,6908.6668,0.03721852886823928,0.03654263883850259,0.03666317593,43.68583915710449,6908.6668,0.03721852886823928,1,1962,1,43.68583915710449,2651027
2004,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.9619800806539685,2725015,1049499.9885559082,2.5628445148468018,0.4212346076965332,0.571380078792572,0.5668407678604126,0.661666214466095,0.35185709595680237,0.547274649143219,0.4800720810890198,0.9619800806539685,0.9619800806539685,7004.9845,0.013941575529449416,0.013845285687965201,0.013237251,43.56536499023437,7004.9845,0.013941575529449416,1,1962,1,43.56536499023437,2664024
2005,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.0013849567412088,2740002.9999999995,1056900.0244140625,2.561201810836792,0.4113700687885285,0.5636645555496216,0.5919683575630188,0.6829391121864319,0.37746483087539673,0.5667645931243896,0.4875109195709229,1.0013849567412088,1.0013849567412088,7073.7703,0.00981955063569385,0.009771652154143369,0.00893797936,43.32816612243652,7073.7703,0.00981955063569385,1,1962,1,43.32816612243652,2676863
2006,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.97847482238227,2754407,1123700.0226974487,2.559356212615967,0.39477846026420593,0.5712986588478088,0.5932731628417969,0.6763690710067749,0.3938203454017639,0.5855449438095093,0.5112688541412354,0.97847482238227,0.97847482238227,7286.9667,0.03013900522045504,0.029693749660445554,0.028991253499999998,43.22086204528809,7286.9667,0.03013900522045504,1,1962,1,43.22086204528809,2689660
2007,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.009851803840907,2768227,1152600.0499725342,2.556920289993286,0.392614871263504,0.5782622694969177,0.6053613424301147,0.6874467730522156,0.4183661639690399,0.6366627216339111,0.5559161901473999,1.009851803840907,1.009851803840907,7402.1784,0.015810652737029775,0.01568696637178884,0.01431954037,43.03743312835693,7402.1784,0.015810652737029775,1,1962,1,43.03743312835693,2701221
2008,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.952026624164677,2781876,1158800.0059127808,2.5544867515563965,0.3616616427898407,0.5930659770965576,0.6688124537467957,0.6850178837776184,0.4845315217971802,0.6986436247825623,0.6081351637840271,0.952026624164677,0.952026624164677,7353.1071,-0.006629305232632546,-0.006651376676203395,-0.00811736703,42.92178508758545,7353.1071,-0.006629305232632546,1,1962,1,42.92178508758545,2711373
2009,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.98304207805545,2795836.9999999995,1125499.963760376,2.5520553588867188,0.3652999997138977,0.5923647284507751,0.5800676345825195,0.6064689755439758,0.47119027376174927,0.6466658711433411,0.568526029586792,0.98304207805545,0.98304207805545,7115.3731,-0.032331094429455594,-0.03286528991433095,-0.04345301858,42.847513847351074,7115.3731,-0.032331094429455594,1,1962,1,42.847513847351074,2722401
2010,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.1152574816368952,2810460,1094900.0120162964,2.549626350402832,0.35329964756965637,0.5865387916564941,0.6261968612670898,0.6088607907295227,0.4993530809879303,0.6544315814971924,0.5708341598510742,1.1152574816368952,1.1152574816368952,7025.9302,-0.012570373857134774,-0.012650049411759975,-0.014571472089999999,42.74215999603271,7025.9302,-0.012570373857134774,1,1962,1,42.74215999603271,2733896
2011,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2468684503949212,2825929,1093000.054359436,2.557239294052124,0.34924256801605225,0.5905617475509644,0.6619460582733154,0.600102424621582,0.5348802208900452,0.6941574811935425,0.5743564963340759,1.2468684503949212,1.2468684503949212,7141,0.016377874064276956,0.01624520330157821,0.01730376267,42.72513488769531,7141,0.016377874064276956,1,1962,1,42.72513488769531,2746169
2012,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2609463098868985,2842132,1103299.9753952026,2.56327486038208,0.3652355968952179,0.5995148420333862,0.6585911512374878,0.6276272535324097,0.5289759039878845,0.6734506487846375,0.5743447542190552,1.2609463098868985,1.2609463098868985,7053,-0.012323204033048592,-0.01239976434093074,-0.0061363604000000006,42.74702507019043,7053,-0.012323204033048592,1,1962,1,42.74702507019043,2759817
2013,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2278618027139312,2858711.9999999995,1108899.95098114,2.568425416946411,0.380048543214798,0.6017969250679016,0.6319981813430786,0.6498655676841736,0.4962581396102905,0.6785760521888733,0.6065860986709595,1.2278618027139312,1.2278618027139312,7017,-0.005104210974053594,-0.005117281955890449,0.00517686013,42.762582817077636,7017,-0.005104210974053594,1,1962,1,42.762582817077636,2773129
2014,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2501413149230918,2875139,1127799.9877929688,2.5735862255096436,0.378359317779541,0.5947292447090149,0.6139726042747498,0.6621045470237732,0.4695129990577698,0.6833279132843018,0.6094334721565247,1.2501413149230918,1.2501413149230918,7005,-0.0017101325352714834,-0.0017115964811813807,0.0068982235700000005,42.64229000091553,7005,-0.0017101325352714834,1,1962,1,42.64229000091553,2784543
2015,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2224147952306683,2891021,1138800.024986267,2.5787572860717773,0.38461968302726746,0.5929662585258484,0.5900399088859558,0.6991240978240967,0.4573245644569397,0.627489447593689,0.5590164065361023,1.2224147952306683,1.2224147952306683,7024,0.002712348322626695,0.0027086765438453044,0.00921487125,42.489772911071775,7024,0.002712348322626695,1,1962,1,42.489772911071775,2794445
2016,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.2283554016127258,2906236,1174499.9885559082,2.5839388370513916,0.38597941398620605,0.5970609784126282,0.5559757351875305,0.7184582352638245,0.4417698681354522,0.6256130933761597,0.5296092629432678,1.2283554016127258,1.2283554016127258,7084,0.008542141230068337,0.00850586358777159,0.01375223064,42.2638631439209,7084,0.008542141230068337,1,1962,1,42.2638631439209,2802695
2017,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.0862350350051582,2920848,1200999.9752044678,2.5891306400299072,0.3852725923061371,0.5992732048034668,0.5666144490242004,0.7500861883163452,0.4516216516494751,0.6371632218360901,0.5406211614608765,1.0862350350051582,1.0862350350051582,7135.1796,0.00722467532467538,0.007198702380268819,0.00997123062,42.3645698928833,7135.1796,0.00722467532467538,1,1962,1,42.3645698928833,2808376
2018,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,1.0027247746332348,2934847,1215100.0499725342,2.5943331718444824,0.3890306353569031,0.5948693752288818,0.5796591639518738,0.8014708757400513,0.47948169708251953,0.6535725593566895,0.5758057832717896,1.0027247746332348,1.0027247746332348,7272.9805,0.019312884569857115,0.019128757718496543,0.01889923681,NA,7272.9805,0.019312884569857115,1,1962,1,42.32467643468767,2811835
2019,343,JAM,Jamaica,Latin America & Caribbean,Upper middle income,IBRD,NA,NA,NA,0.9473549809257152,2948279,1244899.9881744385,2.599545955657959,0.3853867352008819,0.5948693752288818,0.5783038139343262,0.825711727142334,0.4768542945384979,0.6371153593063354,0.5757237672805786,0.9473549809257152,0.9473549809257152,NA,NA,NA,0.008922916539999999,NA,7272.9805,NA,1,1962,1,42.28478297649203,2813773
1973,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.4070418134229431,1948442,379345.47662734985,1.409604549407959,0.97080397605896,0.4747178256511688,0.19796058535575867,0.20281466841697693,0.11426578462123872,0.12844489514827728,0.1764971762895584,0.4070418134229431,0.4070418134229431,3806,0.013851891315929675,0.013756830709640564,NA,NA,3806,0.013851891315929675,1,1946,1,39.12001816954326,1767414
1974,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.41337203317784826,2007735,385458.2309722901,1.429489016532898,0.937301516532898,0.5021457076072693,0.22890086472034457,0.22628769278526303,0.1313764601945877,0.13523466885089874,0.170855313539505,0.41337203317784826,0.41337203317784826,3995,0.049658434051497634,0.04846481034428022,NA,NA,3995,0.049658434051497634,1,1946,1,39.11569241601076,1827584
1975,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.4179791051758618,2065913,391039.1628742218,1.4496538639068604,0.8423850536346436,0.48904138803482056,0.30427825450897217,0.28994220495224,0.1717781126499176,0.1827106475830078,0.2282354086637497,0.4179791051758618,0.4179791051758618,4117,0.03053817271589487,0.03008116356952965,NA,NA,4117,0.03053817271589487,1,1946,0,39.10884245151795,1886636
1976,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.3860107203719179,2123180,396135.4196071625,1.460893630981445,0.8902907967567444,0.5021457076072693,0.3439731001853943,0.3325906991958618,0.1947641968727112,0.206876277923584,0.2616319954395294,0.3860107203719179,0.3860107203719179,4935,0.19868836531454942,0.18122793009767732,NA,NA,4935,0.19868836531454942,1,1946,0,39.10018833867972,1945141
1977,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.4395299250595353,2179363,400722.473859787,1.4722204208374023,0.8220803737640381,0.4770194888114929,0.3772554695606232,0.3442370593547821,0.2159668505191803,0.2260148525238037,0.26441261172294617,0.4395299250595353,0.4395299250595353,5072,0.027760891590678825,0.027382544249479918,0.08298408865000001,NA,5072,0.027760891590678825,1,1946,0,39.09045014011117,2005418
1978,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.4667043338578184,2237943,405439.8536682129,1.483635187149048,0.982048511505127,0.4646771550178528,0.4044350981712342,0.4244005978107453,0.2227054387331009,0.2600344717502594,0.3025610148906708,0.4667043338578184,0.4667043338578184,5926,0.16837539432176657,0.15561423201644867,0.1467956601,NA,5926,0.16837539432176657,1,1946,0,39.0803479184274,2069104
1979,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.46191473127874194,2303122,411017.9543495178,1.49513840675354,1.0151047706604004,0.4633964598178863,0.42904794216156006,0.4860314130783081,0.20858930051326752,0.291420042514801,0.2983127236366272,0.46191473127874194,0.46191473127874194,6247,0.05416807289908876,0.052751899360059355,0.2080290927,NA,6247,0.05416807289908876,1,1946,0,39.07060173624351,2138078
1980,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.5104505854558706,2377995,417947.2327232361,1.5067307949066162,1.0657073259353638,0.4927377104759216,0.44872793555259705,0.5139749050140381,0.21952591836452484,0.33342409133911133,0.3013107478618622,0.5104505854558706,0.5104505854558706,7141,0.14310869217224267,0.13375147405554005,0.11184846459999999,NA,7141,0.14310869217224267,1,1946,0,39.0619316561746,2216903
1981,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.534072055814853,2464867,438243.5977458954,1.5481081008911133,0.948563814163208,0.4756966531276703,0.5008009076118469,0.5252611041069031,0.20386046171188352,0.34509730339050293,0.32490792870521545,0.534072055814853,0.534072055814853,7176,0.004901274331326145,0.00488930218952205,0.1717871742,NA,7176,0.004901274331326145,1,1946,0,39.05505774083577,2306655
1982,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.6124671402000809,2563533.9999999995,461015.522480011,1.5906215906143188,0.9449226260185242,0.4843632578849793,0.4860150814056397,0.6043299436569214,0.23803091049194336,0.3636455535888672,0.3725588619709015,0.6124671402000809,0.6124671402000809,7401,0.031354515050167224,0.030873001458834405,0.07025943389,NA,7401,0.031354515050167224,1,1946,0,39.05070005284214,2406349
1983,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.6868902041290652,2671413,485865.44394493103,1.6343027353286743,0.8976592421531677,0.5019317865371704,0.5049373507499695,0.5705370903015137,0.2653307318687439,0.35555198788642883,0.3834478557109833,0.6868902041290652,0.6868902041290652,7262,-0.018781245777597624,-0.01895985322318533,-0.02219738555,NA,7262,-0.018781245777597624,1,1946,0,39.04957865480879,2514785
1984,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.7235332304128067,2784462.9999999995,512106.5378189087,1.6791833639144895,0.9459644556045532,0.4919591546058655,0.45687684416770935,0.49923574924468994,0.2413069009780884,0.35422608256340027,0.3446313142776489,0.7235332304128067,0.7235332304128067,7599,0.046405948774442304,0.04536138669550389,0.04291687767,NA,7599,0.046405948774442304,1,1946,0,39.05241360935083,2629939
1985,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.8521879993298066,2900048.9999999995,539280.354976654,1.721307635307312,0.8798264861106873,0.4605781435966492,0.4950855076313019,0.5103258490562439,0.24560992419719696,0.35686466097831726,0.35335391759872437,0.8521879993298066,0.8521879993298066,7578,-0.0027635215159889457,-0.002767347091238766,-0.02706947165,NA,7578,-0.0027635215159889457,1,1946,0,39.05992497908337,2751492
1986,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.8430610551123081,3015298.9999999995,566862.7023696899,1.7628988027572632,0.8783606886863708,0.4607378244400024,0.5675527453422546,0.5940547585487366,0.27887511253356934,0.4106883704662323,0.3838076889514923,0.8430610551123081,0.8430610551123081,7973,0.05212457112694643,0.050811520923949374,0.05504634251,39.12218112945557,7973,0.05212457112694643,1,1946,0,39.12218112945557,2879799
1987,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.018942380611335,3131796,595152.1396636963,1.8054951429367063,0.9732283353805542,0.47875452041625977,0.5385589003562927,0.5680899620056152,0.2632067799568176,0.4510090947151184,0.4286831617355346,1.018942380611335,1.018942380611335,7911,-0.007776244826288725,-0.007806637481099032,0.02323274371,38.999400024414065,7911,-0.007776244826288725,1,1946,0,38.999400024414065,3014694
1988,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.292678782960567,3256558,625504.3745040894,1.8491206169128416,0.9394871592521667,0.4889870882034302,0.49426597356796265,0.5286510586738586,0.24208934605121613,0.4744883179664612,0.4501098394393921,1.292678782960567,1.292678782960567,7571,-0.04297813171533308,-0.04392903691808971,0.01462169823,39.19456512451172,7571,-0.04297813171533308,1,1946,0,39.19456512451172,3157177
1989,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.9543822027521576,3399330,659861.6242408752,1.8938002586364744,0.936812162399292,0.4865959882736206,0.3360908627510071,0.3720804452896118,0.16433224081993103,0.4784320592880249,0.45422473549842834,1.9543822027521576,1.9543822027521576,6540,-0.13617751948223483,-0.1463879936520623,-0.1072921928,39.256737060546875,6540,-0.13617751948223483,1,1946,1,39.256737060546875,3310954
1990,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,2.2752103585923766,3565890,699467.4205780029,1.9395594596862793,0.7243191599845886,0.4840598702430725,0.37687188386917114,0.4442673325538635,0.20025524497032168,0.4893423914909363,0.48002490401268005,2.2752103585923766,2.2752103585923766,6044,-0.07584097859327217,-0.07887112105861424,-0.0027590390599999998,39.34113788604736,6044,-0.07584097859327217,1,1946,1,39.34113788604736,3480587
1991,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,2.0774089527680495,3760496,747646.152973175,1.997486352920532,0.7077615857124329,0.4900343418121338,0.38353270292282104,0.452178955078125,0.20568935573101044,0.5345040559768677,0.5032141804695129,2.0774089527680495,2.0774089527680495,5900.5093,-0.023741015883520896,-0.024027375190453434,0.01608531067,39.40776386260986,5900.5093,-0.023741015883520896,1,1946,1,39.40776386260986,3666379
1992,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.5505547131004391,3977671.999999999,806272.4471092224,2.057143449783325,0.6530814170837402,0.5021457076072693,0.43865808844566345,0.49329015612602234,0.22094763815402985,0.47453033924102783,0.45139116048812866,1.5505547131004391,1.5505547131004391,6456.1231,0.09416370210618939,0.08999032909990172,0.1434977606,39.469085960388185,6456.1231,0.09416370210618939,1,1946,1,39.469085960388185,3866887
1993,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.4058955131887678,4201555,875065.02866745,2.118582248687744,0.6216544508934021,0.5021457076072693,0.4448351263999939,0.5006011128425598,0.2231569141149521,0.4759950041770935,0.4593982696533203,1.4058955131887678,1.4058955131887678,6460.6628,7.03161933204196e-4,7.029148306807526e-4,0.0448698978,39.18670413970947,6460.6628,7.03161933204196e-4,1,1946,1,39.18670413970947,4075759
1994,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.290196159712773,4410359,976030.8861732484,2.1818559169769287,0.5720415115356445,0.4976699948310852,0.4708380103111267,0.5496381521224976,0.23554302752017975,0.487292617559433,0.46419212222099304,1.290196159712773,1.290196159712773,6538.1733,0.011997298481511884,0.011925901377038771,0.049714767,39.08795223236084,6538.1733,0.011997298481511884,1,1946,1,39.08795223236084,4278166
1995,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.1782566739770064,4588843,1073815.7033920288,2.2470192909240723,0.5675712823867798,0.5021457076072693,0.470959335565567,0.575840950012207,0.24190135300159457,0.5267289280891418,0.5057826042175293,1.1782566739770064,1.1782566739770064,6760.1085,0.03394452698278889,0.033381125694265504,0.06200874444,38.80003711700439,6760.1085,0.03394452698278889,1,1946,1,38.80003711700439,4458195
1996,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.1649036363415588,4732854,1122279.167175293,2.293416738510132,0.5360490083694458,0.5021457076072693,0.47469693422317505,0.6013773679733276,0.2514047920703888,0.5272531509399414,0.4960276484489441,1.1649036363415588,1.1649036363415588,6783.229,0.0034201374134749454,0.003414302044901191,0.02087020782,38.53970306396484,6783.229,0.0034201374134749454,1,1946,1,38.53970306396484,4608676
1997,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.0897391953193023,4848541,1152492.5231933594,2.3407719135284424,0.5235595703125,0.49886763095855713,0.4661711454391479,0.5710751414299011,0.28505998849868774,0.5028916001319885,0.4814651310443878,1.0897391953193023,1.0897391953193023,6942.459,0.02347407112453369,0.023202792260968746,0.03308475383,38.34017993927002,6942.459,0.02347407112453369,1,1946,1,38.34017993927002,4733665
1998,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.108036049034384,4943975,1178460.1211547852,2.3891050815582275,0.5146298408508301,0.4997332990169525,0.48331084847450256,0.5716603398323059,0.27956998348236084,0.4679339528083801,0.45923128724098206,1.108036049034384,1.108036049034384,7120.4937,0.025644328616128687,0.02532102837982993,0.0301217269,38.184567031860354,7120.4937,0.025644328616128687,1,1946,1,38.184567031860354,4844403
1999,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,1.089997016301387,5031762,1201374.650001526,2.4384360313415527,0.4685826599597931,0.5021457076072693,0.469451367855072,0.5343213081359863,0.3275611102581024,0.4734740257263184,0.4421885013580322,1.089997016301387,1.089997016301387,7340.4937,0.030896734028428394,0.030429039037220957,0.03389530794,38.03692394256592,7340.4937,0.030896734028428394,1,1946,1,38.03692394256592,4950775
2000,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.9925909652304926,5122492.999999999,1226280.8084487915,2.488785743713379,0.46482035517692566,0.486286997795105,0.4532262682914734,0.4846968650817871,0.3412856459617615,0.4560026228427887,0.43500375747680664,0.9925909652304926,0.9925909652304926,7621.8406,0.038328062320930875,0.03761178714198267,0.04245711921,37.938161849975586,7621.8406,0.038328062320930875,1,1946,1,37.938161849975586,5056174
2001,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.9440969553830538,5217335.999999999,1238031.029701233,2.5280001163482666,0.4686979949474334,0.4711874127388001,0.4426336288452149,0.4476688802242279,0.35848888754844666,0.437091201543808,0.419226735830307,0.9440969553830538,0.9440969553830538,7982.7407,0.0473507803351332,0.046263909526059084,0.052699575750000005,38.00932601928711,7982.7407,0.0473507803351332,1,1946,1,38.00932601928711,5163310
2002,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.94883866085825,5317506,1247024.2977142334,2.5652647018432617,0.47846320271492,0.4706321060657501,0.4279298484325409,0.40438801050186157,0.4541656076908112,0.4376995861530304,0.4416661560535431,0.94883866085825,0.94883866085825,8394.0551,0.05152546167508601,0.05024193048949858,0.057838079269999995,37.71211883544922,8394.0551,0.05152546167508601,1,1946,1,37.71211883544922,5275532
2003,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.8878760177917671,5434030,1272873.7592697144,2.5924079418182373,0.46813714504241943,0.4717766344547272,0.42124778032302856,0.37971410155296326,0.4837052822113037,0.4772605895996094,0.45108291506767273,0.8878760177917671,0.8878760177917671,8669.6246,0.03282912689005337,0.032301762021388555,0.04161667555,37.65653999328613,8669.6246,0.03282912689005337,1,1946,1,37.65653999328613,5396117
2004,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.815252638541397,5580244,1310728.1923294067,2.61983871459961,0.5216953754425049,0.45833179354667664,0.4189686179161072,0.3564869463443756,0.41259416937828064,0.5086382031440735,0.4859660565853119,0.815252638541397,0.815252638541397,9288.6166,0.07139778578186652,0.06896413780388531,0.08567214242,37.434066963195804,9288.6166,0.07139778578186652,1,1946,1,37.434066963195804,5532423
2005,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.7295867197030875,5765635,1355867.2666549685,2.647559642791748,0.5413698554039001,0.45696207880973816,0.4418990910053253,0.32344335317611694,0.411696970462799,0.5222034454345703,0.5118930339813232,0.7295867197030875,0.7295867197030875,9860.8081,0.06160136914252665,0.0597784937322093,0.08146594811,37.36707592010498,9860.8081,0.06160136914252665,1,1946,1,37.36707592010498,5678534
2006,439,JOR,Jordan,Middle East & North Africa,Lower middle income,IBRD,NA,NA,NA,0.6630360831048132,5991540,1417188.286781311,2.6735527515411377,0.5813207626342773,0.45974600315093994,0.4652420282363891,0.28255602717399597,0.4559338390827179,0.5429410934448242,0.5305430293083191,0.6630360831048132,0.6630360831048132,10404.5617,0.055142904565803286,0.05367621231963096,0.08092975278,37.24439094543457,10404.5617,0.055142904565803286,1,1946,1,37.24439094543457,6075548
